2.24753	2.92658	2.24753	2.92658
3.1142	3.73454	3.1142	3.73454
8.26417	0.847332	8.26417	0.847332
3.10449	3.60016	3.10449	3.60016
3.51796	3.32995	3.51796	3.32995
3.4212	3.61554	3.4212	3.61554
4.96901	2.58245	4.96901	2.58245
2.22047	4.72207	2.22047	4.72207
-0.0548534	4.73579	-0.0548534	4.73579
2.59007	3.8276	2.59007	3.8276
2.56381	5.52201	2.56381	5.52201
2.5792	4.6048	2.5792	4.6048
3.19679	3.65322	3.19679	3.65322
2.39107	5.73641	2.39107	5.73641
3.05027	3.91138	3.05027	3.91138
3.77657	3.07903	3.77657	3.07903
2.42163	4.43374	2.42163	4.43374
4.41956	3.1447	4.41956	3.1447
4.76912	3.01293	4.76912	3.01293
3.08209	3.28341	3.08209	3.28341
3.2111	4.80358	3.2111	4.80358
5.11658	1.41579	5.11658	1.41579
3.05325	2.38069	3.05325	2.38069
5.22315	0.963217	5.22315	0.963217
2.16138	1.96618	2.16138	1.96618
1.47399	3.97903	1.47399	3.97903
4.29182	4.28613	4.29182	4.28613
3.4774	4.29786	3.4774	4.29786
2.54638	3.09522	2.54638	3.09522
4.60601	-0.0712576	4.60601	-0.0712576
2.48382	3.19318	2.48382	3.19318
5.10755	2.08225	5.10755	2.08225
4.55339	1.8757	4.55339	1.8757
1.08353	5.98918	1.08353	5.98918
4.42797	2.32576	4.42797	2.32576
3.52918	4.31964	3.52918	4.31964
2.32292	4.27567	2.32292	4.27567
3.3415	3.05972	3.3415	3.05972
1.73689	6.43917	1.73689	6.43917
2.30596	4.90708	2.30596	4.90708
2.86963	1.8333	2.86963	1.8333
4.31998	0.952044	4.31998	0.952044
1.97549	4.3274	1.97549	4.3274
3.90636	3.4815	3.90636	3.4815
2.54118	4.48097	2.54118	4.48097
2.75108	3.86627	2.75108	3.86627
3.84527	2.74096	3.84527	2.74096
5.82875	0.67173	5.82875	0.67173
0.434669	5.90084	0.434669	5.90084
2.76206	5.4173	2.76206	5.4173
5.19015	1.43763	5.19015	1.43763
4.67773	2.65849	4.67773	2.65849
4.66791	1.77821	4.66791	1.77821
5.17214	4.38366	5.17214	4.38366
0.858956	4.8902	0.858956	4.8902
6.59335	-0.479713	6.59335	-0.479713
1.39317	5.32497	1.39317	5.32497
1.87186	4.72323	1.87186	4.72323
3.28016	2.3335	3.28016	2.3335
3.84115	3.91371	3.84115	3.91371
1.94688	4.01492	1.94688	4.01492
2.14952	2.42338	2.14952	2.42338
3.00397	3.10256	3.00397	3.10256
3.50311	3.38984	3.50311	3.38984
3.18428	2.72853	3.18428	2.72853
5.11064	2.35421	5.11064	2.35421
2.73502	4.29205	2.73502	4.29205
8.06817	2.5919	8.06817	2.5919
5.35345	2.99888	5.35345	2.99888
5.8815	-0.554551	5.8815	-0.554551
4.96858	4.42023	4.96858	4.42023
4.92689	2.46218	4.92689	2.46218
0.85022	3.38619	0.85022	3.38619
2.54031	5.80085	2.54031	5.80085
4.34163	5.19573	4.34163	5.19573
2.65769	3.38587	2.65769	3.38587
3.60748	3.43607	3.60748	3.43607
2.17712	3.67547	2.17712	3.67547
1.61941	4.66408	1.61941	4.66408
4.45619	2.07738	4.45619	2.07738
3.75954	2.4909	3.75954	2.4909
4.01995	5.33437	4.01995	5.33437
2.34602	3.84146	2.34602	3.84146
2.34434	2.9521	2.34434	2.9521
5.30368	0.546896	5.30368	0.546896
3.87302	1.8392	3.87302	1.8392
6.20583	1.7792	6.20583	1.7792
5.20215	2.14718	5.20215	2.14718
1.52454	3.69654	1.52454	3.69654
3.10935	3.55587	3.10935	3.55587
2.18939	6.05965	2.18939	6.05965
2.24626	3.413	2.24626	3.413
4.30948	2.51276	4.30948	2.51276
0.416068	6.61905	0.416068	6.61905
3.37309	2.66983	3.37309	2.66983
3.4131	2.85287	3.4131	2.85287
1.97165	4.88925	1.97165	4.88925
4.79492	0.500218	4.79492	0.500218
2.93736	3.82475	2.93736	3.82475
4.20691	3.76886	4.20691	3.76886
2.09493	4.45778	2.09493	4.45778
3.13391	3.46699	3.13391	3.46699
4.98562	3.59039	4.98562	3.59039
2.35253	5.80179	2.35253	5.80179
2.59903	3.47949	2.59903	3.47949
4.49894	1.33493	4.49894	1.33493
3.23777	3.36058	3.23777	3.36058
5.58407	2.20851	5.58407	2.20851
6.70742	2.19717	6.70742	2.19717
3.23992	6.95372	3.23992	6.95372
6.19238	3.84114	6.19238	3.84114
3.20816	2.65082	3.20816	2.65082
1.52637	5.64673	1.52637	5.64673
3.95316	2.80789	3.95316	2.80789
0.777015	5.15113	0.777015	5.15113
4.62947	2.31292	4.62947	2.31292
3.41225	1.99387	3.41225	1.99387
3.78659	4.78295	3.78659	4.78295
1.22258	4.94464	1.22258	4.94464
2.7982	7.08518	2.7982	7.08518
2.28433	4.8299	2.28433	4.8299
3.62591	5.30017	3.62591	5.30017
4.53193	3.91699	4.53193	3.91699
1.93397	5.02506	1.93397	5.02506
2.38763	5.81557	2.38763	5.81557
1.58059	5.14067	1.58059	5.14067
4.85798	3.87201	4.85798	3.87201
3.44784	2.0152	3.44784	2.0152
3.48936	4.17796	3.48936	4.17796
2.72678	4.03861	2.72678	4.03861
2.45604	4.67428	2.45604	4.67428
4.027	3.55959	4.027	3.55959
4.13172	6.86962	4.13172	6.86962
0.712021	6.23696	0.712021	6.23696
2.10695	5.84686	2.10695	5.84686
3.99708	1.89772	3.99708	1.89772
2.37701	4.73759	2.37701	4.73759
1.45651	5.14469	1.45651	5.14469
3.05156	5.97571	3.05156	5.97571
2.81421	6.12732	2.81421	6.12732
4.06637	2.86559	4.06637	2.86559
2.62126	4.41489	2.62126	4.41489
2.10436	2.48273	2.10436	2.48273
6.001	2.91472	6.001	2.91472
0.71362	4.57844	0.71362	4.57844
4.14373	2.40125	4.14373	2.40125
1.24236	5.48935	1.24236	5.48935
2.78849	2.4132	2.78849	2.4132
2.35495	5.98683	2.35495	5.98683
4.01254	2.6305	4.01254	2.6305
3.40483	3.95398	3.40483	3.95398
1.68339	5.43395	1.68339	5.43395
2.50829	5.15998	2.50829	5.15998
6.26963	1.52408	6.26963	1.52408
4.83549	1.50198	4.83549	1.50198
6.22623	5.10547	6.22623	5.10547
0.949303	5.22146	0.949303	5.22146
4.77649	3.65438	4.77649	3.65438
4.43761	2.2572	4.43761	2.2572
2.76701	3.66626	2.76701	3.66626
3.05009	4.05279	3.05009	4.05279
2.22518	5.2539	2.22518	5.2539
3.75398	2.95127	3.75398	2.95127
3.8715	2.74685	3.8715	2.74685
3.6932	4.87965	3.6932	4.87965
5.11493	2.15983	5.11493	2.15983
4.20187	3.5935	4.20187	3.5935
4.31558	1.54427	4.31558	1.54427
4.41612	1.44083	4.41612	1.44083
3.15723	3.2727	3.15723	3.2727
2.18389	4.43485	2.18389	4.43485
4.36075	7.29395	4.36075	7.29395
1.55163	4.85213	1.55163	4.85213
0.253654	4.55525	0.253654	4.55525
4.99965	1.80475	4.99965	1.80475
3.5719	3.39682	3.5719	3.39682
4.34058	5.16999	4.34058	5.16999
3.89544	4.4566	3.89544	4.4566
7.34053	-0.916905	7.34053	-0.916905
4.50596	3.46167	4.50596	3.46167
6.86621	2.75568	6.86621	2.75568
4.26293	2.92511	4.26293	2.92511
4.67073	3.47913	4.67073	3.47913
4.01307	3.88478	4.01307	3.88478
2.09745	4.44378	2.09745	4.44378
4.62984	3.67577	4.62984	3.67577
1.00921	5.89891	1.00921	5.89891
2.18602	5.87481	2.18602	5.87481
6.34693	7.21911	6.34693	7.21911
4.23094	5.93629	4.23094	5.93629
3.68157	3.32998	3.68157	3.32998
4.08068	3.34714	4.08068	3.34714
2.36577	1.53385	2.36577	1.53385
3.24722	5.57306	3.24722	5.57306
1.8824	4.55216	1.8824	4.55216
6.14374	3.8702	6.14374	3.8702
3.90414	2.56176	3.90414	2.56176
3.26014	3.19299	3.26014	3.19299
2.01313	3.575	2.01313	3.575
4.00541	4.47184	4.00541	4.47184
1.76132	4.47162	1.76132	4.47162
3.51865	3.69901	3.51865	3.69901
3.90277	4.03386	3.90277	4.03386
2.68015	4.0811	2.68015	4.0811
1.93443	5.67556	1.93443	5.67556
2.90871	1.55449	2.90871	1.55449
3.30421	4.70279	3.30421	4.70279
-0.986809	2.57719	-0.986809	2.57719
0.397216	4.44394	0.397216	4.44394
5.87885	1.41641	5.87885	1.41641
5.82589	1.99893	5.82589	1.99893
2.85667	3.60403	2.85667	3.60403
5.15923	3.29798	5.15923	3.29798
2.55122	1.83445	2.55122	1.83445
3.28773	3.44019	3.28773	3.44019
5.43075	1.87579	5.43075	1.87579
0.0602735	7.17896	0.0602735	7.17896
2.36711	4.57584	2.36711	4.57584
3.66154	2.18566	3.66154	2.18566
3.83283	4.65807	3.83283	4.65807
0.574471	1.10859	0.574471	1.10859
4.8441	2.27874	4.8441	2.27874
2.34333	4.45346	2.34333	4.45346
3.88806	3.03273	3.88806	3.03273
3.29028	4.41939	3.29028	4.41939
5.18694	2.68369	5.18694	2.68369
5.11559	2.55031	5.11559	2.55031
5.63417	1.85151	5.63417	1.85151
4.48859	6.63034	4.48859	6.63034
